font_label,font_file,position,status,store_id,font_image
Gafata Regular,productdesigner/fonts/Gafata-Regular.ttf,0,1,0,
Galada Regular,productdesigner/fonts/Galada-Regular.ttf,0,1,0,
Galdeano Regular,productdesigner/fonts/Galdeano-Regular.ttf,0,1,0,
Galindo Regular,productdesigner/fonts/Galindo-Regular.ttf,0,1,0,
GamjaFlower Regular,productdesigner/fonts/GamjaFlower-Regular.ttf,0,1,0,
GenBasR,productdesigner/fonts/GenBasR.ttf,0,1,0,
Geo Regular,productdesigner/fonts/Geo-Regular.ttf,0,1,0,
Geostar Regular,productdesigner/fonts/Geostar-Regular.ttf,0,1,0,
GeostarFill Regular,productdesigner/fonts/GeostarFill-Regular.ttf,0,1,0,
GermaniaOne Regular,productdesigner/fonts/GermaniaOne-Regular.ttf,0,1,0,
GFSDidot Regular,productdesigner/fonts/GFSDidot-Regular.ttf,0,1,0,
GFSNeohellenic,productdesigner/fonts/GFSNeohellenic.ttf,0,1,0,
Gidugu Regular,productdesigner/fonts/Gidugu-Regular.ttf,0,1,0,
GildaDisplay Regular,productdesigner/fonts/GildaDisplay-Regular.ttf,0,1,0,
GiveYouGlory,productdesigner/fonts/GiveYouGlory.ttf,0,1,0,
GlassAntiqua Regular,productdesigner/fonts/GlassAntiqua-Regular.ttf,0,1,0,
GloriaHallelujah,productdesigner/fonts/GloriaHallelujah.ttf,0,1,0,
GoblinOne,productdesigner/fonts/GoblinOne.ttf,0,1,0,
GochiHand Regular,productdesigner/fonts/GochiHand-Regular.ttf,0,1,0,
Gorditas Regular,productdesigner/fonts/Gorditas-Regular.ttf,0,1,0,
GothicA1 Regular,productdesigner/fonts/GothicA1-Regular.ttf,0,1,0,
GoudyBookletter1911,productdesigner/fonts/GoudyBookletter1911.ttf,0,1,0,
Graduate Regular,productdesigner/fonts/Graduate-Regular.ttf,0,1,0,
GrandHotel Regular,productdesigner/fonts/GrandHotel-Regular.ttf,0,1,0,
GravitasOne,productdesigner/fonts/GravitasOne.ttf,0,1,0,
Gruppo Regular,productdesigner/fonts/Gruppo-Regular.ttf,0,1,0,
Gudea Regular,productdesigner/fonts/Gudea-Regular.ttf,0,1,0,
Gugi Regular,productdesigner/fonts/Gugi-Regular.ttf,0,1,0,
Habibi Regular,productdesigner/fonts/Habibi-Regular.ttf,0,1,0,
Halant Regular,productdesigner/fonts/Halant-Regular.ttf,0,1,0,
HammersmithOne Regular,productdesigner/fonts/HammersmithOne-Regular.ttf,0,1,0,
Hanalei Regular,productdesigner/fonts/Hanalei-Regular.ttf,0,1,0,
HanaleiFill Regular,productdesigner/fonts/HanaleiFill-Regular.ttf,0,1,0,
Hanuman Regular,productdesigner/fonts/Hanuman-Regular.ttf,0,1,0,
HappyMonkey Regular,productdesigner/fonts/HappyMonkey-Regular.ttf,0,1,0,
Harmattan Regular,productdesigner/fonts/Harmattan-Regular.ttf,0,1,0,
HeadlandOne Regular,productdesigner/fonts/HeadlandOne-Regular.ttf,0,1,0,
Heebo Regular,productdesigner/fonts/Heebo-Regular.ttf,0,1,0,
HerrVonMuellerhoff Regular,productdesigner/fonts/HerrVonMuellerhoff-Regular.ttf,0,1,0,
HiMelody Regular,productdesigner/fonts/HiMelody-Regular.ttf,0,1,0,
Hind Regular,productdesigner/fonts/Hind-Regular.ttf,0,1,0,
HindGuntur Regular,productdesigner/fonts/HindGuntur-Regular.ttf,0,1,0,
HindMadurai Regular,productdesigner/fonts/HindMadurai-Regular.ttf,0,1,0,
HindVadodara Regular,productdesigner/fonts/HindVadodara-Regular.ttf,0,1,0,
HoltwoodOneSC,productdesigner/fonts/HoltwoodOneSC.ttf,0,1,0,
Homenaje Regular,productdesigner/fonts/Homenaje-Regular.ttf,0,1,0,
IBMPlexMono Regular,productdesigner/fonts/IBMPlexMono-Regular.ttf,0,1,0,
IBMPlexSans Regular,productdesigner/fonts/IBMPlexSans-Regular.ttf,0,1,0,
IBMPlexSansCondensed Regular,productdesigner/fonts/IBMPlexSansCondensed-Regular.ttf,0,1,0,
Iceberg Regular,productdesigner/fonts/Iceberg-Regular.ttf,0,1,0,
Iceland Regular,productdesigner/fonts/Iceland-Regular.ttf,0,1,0,
IMFeDPrm28P,productdesigner/fonts/IMFeDPrm28P.ttf,0,1,0,
IMFeENrm28P,productdesigner/fonts/IMFeENrm28P.ttf,0,1,0,
IMFeENsc28P,productdesigner/fonts/IMFeENsc28P.ttf,0,1,0,
IMFePIrm28P,productdesigner/fonts/IMFePIrm28P.ttf,0,1,0,
Imprima Regular,productdesigner/fonts/Imprima-Regular.ttf,0,1,0,
Inconsolata Regular,productdesigner/fonts/Inconsolata-Regular.ttf,0,1,0,
Inder Regular,productdesigner/fonts/Inder-Regular.ttf,0,1,0,
IndieFlower Regular,productdesigner/fonts/IndieFlower-Regular.ttf,0,1,0,
Inika Regular,productdesigner/fonts/Inika-Regular.ttf,0,1,0,
InknutAntiqua Regular,productdesigner/fonts/InknutAntiqua-Regular.ttf,0,1,0,
IrishGrover Regular,productdesigner/fonts/IrishGrover-Regular.ttf,0,1,0,
IstokWeb Regular,productdesigner/fonts/IstokWeb-Regular.ttf,0,1,0,
Italianno Regular,productdesigner/fonts/Italianno-Regular.ttf,0,1,0,
Itim Regular,productdesigner/fonts/Itim-Regular.ttf,0,1,0,
JacquesFrancois Regular,productdesigner/fonts/JacquesFrancois-Regular.ttf,0,1,0,
JacquesFrancoisShadow Regular,productdesigner/fonts/JacquesFrancoisShadow-Regular.ttf,0,1,0,
Jaldi Regular,productdesigner/fonts/Jaldi-Regular.ttf,0,1,0,
JimNightshade Regular,productdesigner/fonts/JimNightshade-Regular.ttf,0,1,0,
JockeyOne Regular,productdesigner/fonts/JockeyOne-Regular.ttf,0,1,0,
JollyLodger Regular,productdesigner/fonts/JollyLodger-Regular.ttf,0,1,0,
Jomhuria Regular,productdesigner/fonts/Jomhuria-Regular.ttf,0,1,0,
JosefinSans Regular,productdesigner/fonts/JosefinSans-Regular.ttf,0,1,0,
JosefinSlab Regular,productdesigner/fonts/JosefinSlab-Regular.ttf,0,1,0,
JotiOne Regular,productdesigner/fonts/JotiOne-Regular.ttf,0,1,0,
Jua Regular,productdesigner/fonts/Jua-Regular.ttf,0,1,0,
Judson Regular,productdesigner/fonts/Judson-Regular.ttf,0,1,0,
JuliusSansOne Regular,productdesigner/fonts/JuliusSansOne-Regular.ttf,0,1,0,
JustAnotherHand Regular,productdesigner/fonts/JustAnotherHand-Regular.ttf,0,1,0,
JustMeAgainDownHere,productdesigner/fonts/JustMeAgainDownHere.ttf,0,1,0,
K2D Regular,productdesigner/fonts/K2D-Regular.ttf,0,1,0,
Kadwa Regular,productdesigner/fonts/Kadwa-Regular.ttf,0,1,0,
Kameron Regular,productdesigner/fonts/Kameron-Regular.ttf,0,1,0,
Kanit Regular,productdesigner/fonts/Kanit-Regular.ttf,0,1,0,
Kantumruy Regular,productdesigner/fonts/Kantumruy-Regular.ttf,0,1,0,
Karla Regular,productdesigner/fonts/Karla-Regular.ttf,0,1,0,
Karma Regular,productdesigner/fonts/Karma-Regular.ttf,0,1,0,
Katibeh Regular,productdesigner/fonts/Katibeh-Regular.ttf,0,1,0,
KaushanScript Regular,productdesigner/fonts/KaushanScript-Regular.ttf,0,1,0,
Kavivanar Regular,productdesigner/fonts/Kavivanar-Regular.ttf,0,1,0,
KdamThmor Regular,productdesigner/fonts/KdamThmor-Regular.ttf,0,1,0,
KeaniaOne Regular,productdesigner/fonts/KeaniaOne-Regular.ttf,0,1,0,
